ID ARTIGO,Recurso,Categoria,link plataforma,Tipo de Sistema,Problema de Acessibilidade,Custo,Automatizado,Tecnologias Compatíveis,Relatos com relação a eficácia,Limitações,Público,Serve para projetos pequenos ou grandes Empresas?,Necessita treinamento?,Tempo que o profissinal usou a ferramenta
28,Accessible Design Principles (POUR),"desenvolvimento, boas práticas",,"WEB, mobile",interfaces não inclusivas / dificuldades de uso para diferentes tipos de deficiência,gratuito,não,não se aplica,"O cumprimento dos critérios de sucesso de cada um dos quatro pilares (POUR) é eficaz para garantir que o conteúdo digital esteja em conformidade com os níveis A, AA ou AAA da WCAG. A aplicação prática dessas metodologias traz resultados como permitir que usuários cegos consumam mídias por meio de textos alternativos , possibilitar que daltônicos leiam o conteúdo através do contraste correto de cor , garantir a navegação por teclado , evitar crises de convulsão/tontura em usuários sensíveis , contextualizar hiperlinks para leitores de tela e manter a compatibilidade correta com tecnologias assistivas atuais e futuras.",Não informado,"Especialista em acessibilidade, Equipe",não informa,não informado,não informado
29,Web Content Accessibility Guidelines (WCAG),"documentação, boas práticas",,WEB,falta de padronização na criação de sistemas acessíveis,gratuito,não,não se aplica,"Funciona como um mapa que orienta a moldar o ambiente digital, garantindo que as experiências sejam acessíveis para usuários com diversas deficiências. Demonstrar dedicação a essas diretrizes comprova o compromisso com a equidade digital e inclusão.",Não informado,"DEV individual, designers, Equipe","Empresas, Projetos pequenos",não informado,não informado
29,WAVE,"teste, validação",,WEB,detecção de problemas de acessibilidade,não informado,sim,web,Não informado.,"""Manual testing can also be done by individuals with disabilities, who can provide valuable feedback on the user experience."" ""O teste manual também pode ser feito por pessoas com deficiência, que podem fornecer feedback valioso sobre a experiência do usuário.""
",não informado,não informa,Não informado.,não informado
29,Deque ,"teste, validação, documentação",,WEB,monitoramento contínuo / conformidade,não informado,sim,web,"Melhora o processo de desenvolvimento de sites ao identificar e apontar uma ampla gama de problemas de acessibilidade (como links e botões sem texto perceptível). Quando combinada com a ferramenta PA11Y, expande a detecção de bugs diferentes. Sua execução via terminal é muito leve em termos de configuração.","""Manual testing can also be done by individuals with disabilities, who can provide valuable feedback on the user experience."" ""O teste manual também pode ser feito por pessoas com deficiência, que podem fornecer feedback valioso sobre a experiência do usuário.""
","DEV individual, Equipe , designers","Empresas, Projetos pequenos",Não informado.,não informado
29,GNOME Orca,teste,,WEB,testar leitura de conteúdo para usuários cegos,não informado,não,Linux,Não informado.,Não informado.,não informado,não informa,Não informado.,não informado
29,NVDA,teste,,WEB,testar compatibilidade com leitores de tela,não informado,não,Windows,Não informado.,Não informado.,não informado,não informa,Não informado.,não informado
29,VoiceOver,teste,,WEB,verificar conformidade com leitores de tela no sistema Apple,não informado,não,MacOS / iOS,Não informado.,Não informado.,não informado,não informa,Não informado.,não informado
29,ChromeVox,teste,,WEB,leitura de conteúdo no navegador,não informado,não,Chrome,"É eficaz para testar a acessibilidade de áudio em páginas dinâmicas e blogs (como elementos colapsáveis e comentários do WordPress), garantindo que o leitor consiga ditar o texto corretamente para o usuário.",Não informado.,"DEV individual, Equipe , designers, Especialista em acessibilidade",não informa,Não informado.,não informado
29,KeyboardTester,teste,,WEB,Testar navegação por teclado,não informado,não,web,Não informado.,Não informado.,não informado,não informa,Não informado.,não informado
29,Deque Keyboard Guided Tests,"teste, validação",,WEB,"avaliar se todos os recursos da aplicação podem ser utilizados apenas com o teclado, garantindo acessibilidade para usuários que não utilizam mouse.",não informado,sim,não especificado,Não informado.,Não informado.,não informado,não informa,Não informado.,não informado
30,Axe DevTools,"teste, validação",,"WEB, design",Realiza uma avaliação dos problemas de acessibilidade mais graves encontrados na página,pago/com plano gratuito,sim,"FIGMA, browser",Permite obter avaliações ao apertar um botão,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos","Não (o texto sugere que qualquer pessoa pode ""apenas tentar"")",não informado
30,Stark Plugin,"teste, validação",,"WEB, design","Verificação de contrastes, textos alternativos (alt texts) e ordem de foco",não informado,não informado,"browser, FIGMA, Sketch",Útil para designers e equipes de produto,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",Não (incentiva a exploração independente),não informado
30,a11yTools,"teste, validação",,WEB,Identificação de problemas de acessibilidade na página,não informado,sim,browser,não informado,não informado,não informado,não informa,não informado,não informado
30,WCAG 2.1,"guias, documentação, boas práticas",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,não especificado,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,WebAIM’s WCAG 2 Checklist:,"guias, documentação, boas práticas",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,web,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,W3C Quick Ref:,"guias, documentação, boas práticas",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,web,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,The A11y Project,"guias, documentação, boas práticas",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,web,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,Access Guide,"guias, documentação, boas práticas",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,web,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,Web Accessibility Checklist,"guias, documentação",,WEB,Fornecem recomendações e diretrizes para implementar e garantir a acessibilidade,não informado,não,web,Ajudam a garantir que a acessibilidade não termine no backlog,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",São adequados para iniciantes,não informado
30,HTML Semântico / Estados de Foco / Rótulos (Labels),"desenvolvimento, boas práticas",,WEB,Fornece estrutura para leitores de tela; evita que usuários com deficiência visual percam o contexto ou não percebam elementos selecionados,gratuito,não,"HTML, CSS",Resulta em um código mais limpo e com melhor desempenho,"""When you run over such a line of code, never set the focus to 'none'. With this you are automatically not accessible.""  ""Focus states should never be subtle, users with visual impairments might not notice these subtle states..."" ""...always use labels and don’t rely on placeholders."" ""And last but not least do not use a positive tab index. Ever.""  ""...if we start building too many div containers, screen readers will quickly lack context, as they won’t be able to distinguish where a container starts and where it ends.""
 ""Quando você se deparar com tal linha de código, nunca defina o foco como 'none'. Com isso, você se torna automaticamente não acessível."" ""Os estados de foco nunca devem ser sutis; usuários com deficiências visuais podem não perceber esses estados sutis..."" ""...sempre use rótulos (labels) e não confie em placeholders.""  ""E por último, mas não menos importante, não use um tab index positivo. Nunca."" ""...se começarmos a construir muitos contêineres div, os leitores de tela perderão rapidamente o contexto, pois não serão capazes de distinguir onde um contêiner começa e onde termina.""  ""...muitos títulos h1 aqui, isso também é confuso para os leitores de tela e, portanto, para o usuário.""","DEV individual, Equipe","Empresas, Projetos pequenos",Adequado para iniciantes,não informado
30,ARIA-labels,"desenvolvimento, boas práticas",,WEB,Descreve elementos (como botões de fechar ou SVGs) onde o texto alternativo convencional não é pretendido ou suficiente,gratuito,não,HTML,Permite que o usuário saiba exatamente o que um botão faz.,"""...better use no ARIA than bad ARIA!"" ""...melhor não usar ARIA do que um ARIA ruim!""","DEV individual, Equipe","Empresas, Projetos pequenos",Exige cuidado na implementação para não duplicar informações que o leitor de tela já fornece,não informado
31,WAVE,"teste, validação",,WEB,Identifica problemas críticos de acessibilidade que servem de base para litígios por discriminação e critérios de sucesso WCAG 2.1 AA,gratuito,sim,Scanners automatizados,Identificam apenas 20-25% dos problemas sob os critérios WCAG 2.1 AA. São úteis para especialistas verificarem o próprio trabalho,"""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
","DEV individual, Equipe","Empresas, Projetos pequenos","O artigo cita treinamento como um serviço separado e valioso, mas não especifica para o uso da ferramenta em si",não informado
31,Axe-core,"teste, validação",,WEB,Identifica problemas críticos de acessibilidade que servem de base para litígios por discriminação e critérios de sucesso WCAG 2.1 AA,gratuito,sim,Scanners automatizados,Identificam apenas 20-25% dos problemas sob os critérios WCAG 2.1 AA. São úteis para especialistas verificarem o próprio trabalho,"""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
","DEV individual, Equipe","Empresas, Projetos pequenos","O artigo cita treinamento como um serviço separado e valioso, mas não especifica para o uso da ferramenta em si",não informado
31,Lighthouse,"teste, validação",,WEB,Identifica problemas críticos de acessibilidade que servem de base para litígios por discriminação e critérios de sucesso WCAG 2.1 AA,gratuito,sim,Scanners automatizados,Descrito como uma versão mais básica e simplista do Axe-Core,"""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
","DEV individual, Equipe","Empresas, Projetos pequenos","O artigo cita treinamento como um serviço separado e valioso, mas não especifica para o uso da ferramenta em si",não informado
31,Monsido,"documentação, teste, validação",,WEB,Varredura de acessibilidade em escala (múltiplas páginas simultâneas) e geração de relatórios,pago,sim,Cloud de produtos e serviços,"Oferecem relatórios visualmente atraentes e possibilidade de gráficos de progresso, mas o benefício é considerado ""marginal"" pelo autor","""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
",Equipe,Empresas,não informado,não informado
31,Siteimprove,"documentação, teste, validação",,WEB,Varredura de acessibilidade em escala (múltiplas páginas simultâneas) e geração de relatórios,pago,sim,Cloud de produtos e serviços,"Oferecem relatórios visualmente atraentes e possibilidade de gráficos de progresso, mas o benefício é considerado ""marginal"" pelo autor","""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
",Equipe,Empresas,não informado,não informado
31,Silktide,"documentação, teste, validação",,WEB,Varredura de acessibilidade em escala (múltiplas páginas simultâneas) e geração de relatórios,pago,sim,Cloud de produtos e serviços,"Oferecem relatórios visualmente atraentes e possibilidade de gráficos de progresso, mas o benefício é considerado ""marginal"" pelo autor","""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
",Equipe,Empresas,não informado,não informado
31,CrownPeak,"documentação, teste, validação",,WEB,Varredura de acessibilidade em escala (múltiplas páginas simultâneas) e geração de relatórios,pago,sim,Cloud de produtos e serviços,"Oferecem relatórios visualmente atraentes e possibilidade de gráficos de progresso, mas o benefício é considerado ""marginal"" pelo autor","""As we all know, scans or 'ADA website checkers' are limited. They can only flag 20–25% of issues under WCAG 2.1 AA success criteria."" ""And any issues that are flagged still need to be manually reviewed."" ""...scans commonly have false negatives, not returning an issue when one exists — and this is for accessibility issues that are 'caught', in theory.""
 ""Como todos sabemos, varreduras ou 'verificadores de sites ADA' são limitados. Eles só podem sinalizar de 20 a 25% dos problemas sob os critérios de sucesso WCAG 2.1 AA."" ""E quaisquer problemas que sejam sinalizados ainda precisam ser revisados manualmente."" ""...varreduras comumente têm falsos negativos, não retornando um problema quando ele existe — e isso para problemas de acessibilidade que são 'capturados', em teoria.""
",Equipe,Empresas,não informado,não informado
31,Auditorias e Remediação Manual (Metodologia),"teste, desenvolvimento, boas práticas",,WEB,Resolve os 75-80% de problemas que os scanners automáticos não conseguem detectar,pago,não,não se aplica,"Essencial para conformidade real, pois scans automáticos são limitados.",Requer especialistas e tempo,Equipe,Empresas,"Sim, o treinamento é citado como um investimento necessário",não informado
32,Axe DevTools,"teste, validação",,WEB,Verifica se o site atende aos padrões de acessibilidade e mostra os problemas presentes na página com sugestões de resolução,pago/ trial disponivel,sim,Chrome,Utilizada por mais de 200.000 usuários para verificar conformidade com padrões,"""...scan whole webpage(available in free version) or scan a part of our webpage(available in pro version)..."" ""...varrer toda a página web (disponível na versão gratuita) ou varrer uma parte da nossa página web (disponível na versão pro)...""",não informado,não informa,não informado,não informado
32,JAWS Screen Reader,"teste, validação",,"WEB, desktop",Resolve a barreira para usuários com deficiência visual que os impede de ver o conteúdo da tela ou navegar com o mouse,não informado,não,Atalhos de teclado,Citado como um dos leitores de tela mais populares,não informado,"DEV individual, Equipe","Empresas, Projetos pequenos",Requer conhecimento de comandos de teclado específicos,não informado
32,Web Content Accessibility Guidelines (WCAG),"guias, documentação, boas práticas",,WEB,Desenvolve os padrões e melhores práticas seguidos pelas ferramentas de teste,não informado,não,não se aplica,não informado,não informado,não informado,não informa,não informado,não informado
33,Web Developer by Chris,teste,,WEB,"Exibe problemas de tabindex positivo, profundidade de tabelas, imagens sem texto alternativo e IDs duplicados",não informado,não,Chrome,Útil para capturas de tela detalhadas e destaque visual de erros,O uso excessivo de containers div ou muitos títulos h1 confunde os leitores de tela,não informado,não informa,não informado,não informado
33,Grammarly,"documentação, boas práticas",,WEB,Baixa legibilidade e falta de profissionalismo ao explicar bugs para a equipe,não informado,sim,web, Aumenta significativamente a qualidade da escrita e profissionalismo,"""...the extension only knows the window’s outer size... Additionally, it can’t account for the browser’s zoom."" ""...a extensão conhece apenas o tamanho externo da janela... Além disso, ela não consegue levar em conta o zoom do navegador.""",não informado,não informa,não informado,não informado
33,Clipboard History Pro,"documentação, desenvolvimento",,WEB,Repetição exaustiva de cópia/colagem e perda de textos ao registrar falhas,não informado,não,"WEB, Teclado",Útil para controle de versão de textos e concatenação de itens; economiza tempo,não informado,Especialista em acessibilidade,não informa,não informado,não informado
33,Accessible Color Picker by Level Access,teste,,WEB,Contraste de cores de itens na página,não informado,não,Chrome,Rápido e fácil de usar; mais eficiente que ferramentas externas em páginas separadas,não informado,não informado,não informa,não informado,não informado
33,WAVE,teste,,WEB,Erros gerais detectáveis automaticamente,não informado,sim,web,"WAVE é descrito como ""menos verboso do que costumava ser""",não informado,não informado,não informa,não informado,não informado
33,Axe DevTools,teste,,WEB,Erros gerais detectáveis automaticamente,não informado,sim,web,não informado,"""Tools can’t replace humans! ...always check those tools to confirm they’re really issues and continue manual testing each time."" ""...it’s not as verbose as it used to be."" ""As ferramentas não podem substituir os humanos! ...sempre verifique essas ferramentas para confirmar se são realmente problemas e continue os testes manuais todas as vezes."" ""...it’s not as verbose as it used to be.""",não informado,não informa,não informado,não informado
34,Accessibility Insights Microsoft,"teste, guias",,WEB,Garante que o site seja acessível com uma área de visualização de 320x256 pixels CSS (incluindo barras de rolagem) (Reflow).,não informado,não,web,Citada como a base para garantir que o produto seja acessível,"""Tools can’t replace humans! ...always check those tools to confirm they’re really issues and continue manual testing each time."" ""As ferramentas não podem substituir os humanos! ...sempre verifique essas ferramentas para confirmar se são realmente problemas e continue os testes manuais todas as vezes.""","DEV individual, Equipe , Engenheiros",não informa,não informado,não informado
34,Web Developer by Chris,"teste, desenvolvimento",,WEB,"Resolve a dificuldade de pular rapidamente para o viewport correto (320x256) sem ""tentativa e erro"" ou necessidade de alterar a resolução do monitor",não informado,parcialmente,"Chrome, Edge, Firefox, Opera, MacOS / iOS, Linux, Windows","Elimina o ""trabalho tedioso"" e o ""guesswork"" (achismo) no redimensionamento manual"," ""Without special tools, testing reflow is a tedious process."" ""If we follow Accessibility Insights’ recommendation and change our display resolution, we have to deal with all our apps resizing and our multi-monitor flows breaking...""
 ""Sem ferramentas especiais, testar o reflow é um processo tedioso.""  ""Se seguirmos a recomendação do Accessibility Insights e alterarmos a resolução da nossa tela, teremos que lidar com o redimensionamento de todos os nossos aplicativos e com a interrupção dos nossos fluxos de múltiplos monitores...""
","Equipe , Engenheiros",Empresas,"Sim, requer seguir um guia de 10 passos para configuração correta",não informado
35,Accessible color palette builder,"validação, desenvolvimento",,WEB,Relação entre cores na sua paleta e quais combinações têm uma boa taxa de contraste,não informado,não,browser, Permite visualizar a relação de contraste entre várias cores simultaneamente," ""However, the extension only knows the window’s outer size (including UI like the address bar). Additionally, it can’t account for the browser’s zoom.""
""No entanto, a extensão conhece apenas o tamanho externo da janela (incluindo a interface do usuário, como a barra de endereço). Além disso, ela não consegue levar em conta o zoom do navegador.""",designers,não informa,Simples,não informado
35,Cloudflare Design Color tool,"validação, desenvolvimento",,WEB,Ajudar a visualizar diferentes combinações de cores com elementos típicos,não informado,não informado,não especificado,não informado,não informado,designers,não informa,não informado,não informado
35,ColorSafe,validação,,WEB,"Criar combinações de cores com bom contraste"" exigido pelas diretrizes WCAG",não informado,não informado,não especificado,não informado,não informado,designers,não informa,não informado,não informado
35,DVCP (Data Viz Color Picker),"validação, desenvolvimento",,WEB,Escolher cores para visualizações de dados... criar uma paleta que tenha cores equidistantes,não informado,não informado,não especificado,"""O DVCP é particularmente útil""",não informado,designers,não informa,Simples,não informado
35,ACG (Accessible Color Generator),"validação, desenvolvimento",,WEB,Mostra as variações mais próximas de uma cor específica o suficiente para atender às diretrizes da WCAG,não informado,não informado,não especificado,"""O ACG é outra ótima ferramenta""",não informado,designers,não informa,Simples,não informado
35,Colorable,"validação, desenvolvimento",,WEB,Você fornece duas cores para comparar e elas informam se a taxa de contraste está adequada.,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Contrast Checker ,"validação, desenvolvimento",,WEB,Contraste do texto com o fundo do objeto,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Tanaguru Contrast-Finder,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,"""Note: you may need to refresh multiple times in order to wake up the project if it went inactive."" ""Nota: você pode precisar atualizar várias vezes para 'acordar' o projeto se ele ficou inativo.""",designers,não informa,Simples,não informado
35,Contrast Grid,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Contraste,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Deque Color Contrast Analyzer,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Colour Contrast Analyser (CCA) - Vispero,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Hex Naw,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Color Tool (Material Design),"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,"Color contrast checker, analyzer and color suggestions","validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Randoma11y,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Contrast for UI,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,WebAIM Contrast Checker,"validação, desenvolvimento",,WEB,Verificar contraste,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Color Oracle,"teste, validação",,desktop,"Cria uma sobreposição de cores em tela cheia sobre a sua tela, simulando os diferentes tipos de daltonismo.",não informado,não informado,"Windows, MacOS / iOS, Linux",não informado,não informado,designers,não informa,Simples,não informado
35,Toptal Color Blind Filter,"teste, validação",,WEB,"Funciona inserindo o URL do site que você deseja verificar e, em seguida, selecionando um filtro. Você pode visualizar os sites e compará-los com uma versão visual normal.",não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Who can use,"teste, validação",,WEB,Realiza testes de contraste e simula como uma cor é percebida por pessoas com diferentes tipos de daltonismo.,não informado,não informado,não especificado,não informado,não informado,designers,não informa,Simples,não informado
35,Able (Plugin),"teste, validação",,WEB,Verificar o contraste de cores entre dois objetos selecionados.,não informado,parcialmente,FIGMA,"""Se você alterar um dos itens selecionados, os resultados de contraste serão atualizados instantaneamente, evitando que você precise executar o plugin várias vezes para diferentes comparações. Ele também permite testar diferentes tipos de daltonismo. No momento, é o meu favorito""",não informado,designers,não informa,Simples,não informado
35,Cluse (Plugin),"validação, desenvolvimento",,WEB,Verificar o contraste de cores entre dois objetos selecionados.,não informado,não,Sketch,"""Cluse é um ótimo plugin para Sketch"" "" O que eu gosto nele é que você pode alterar as cores diretamente no plugin até obter uma proporção satisfatória.""",não informado,designers,não informa,Simples,não informado
35,Color Blind (Plugin),teste,,WEB,Permite visualizar seus designs em 8 tipos diferentes de daltonismo.,não informado,não informado,FIGMA,não informado,não informado,designers,não informa,Simples,não informado
35,Accessible Brand Colors,validação,,WEB,indicam se a taxa de contraste atende aos critérios de acessibilidade.,não informado,parcialmente,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
35,Colors that look and work great for everyone,validação,,WEB,indicam se a taxa de contraste atende aos critérios de acessibilidade.,não informado,parcialmente,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
35,Colors — A nicer color palette for the web,validação,,WEB,indicam se a taxa de contraste atende aos critérios de acessibilidade.,não informado,parcialmente,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
35,Stark Plugin,"teste, validação",,WEB,Ferramentas de acessibilidade que nos permite verificar o contraste e simular problemas de daltonismo,não informado,não informado,"Sketch, FIGMA, XD","""Estou curioso para experimentar o novo recurso de sugestões de cores que está por vir.""",não informado,designers,não informa,Simples,não informado
36,Accessible Design Principles (POUR),"validação, boas práticas",,WEB,Garantir que o conteúdo seja acessível,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,Instant Eyedropper,"validação, desenvolvimento",,WEB,Mostrar as cores de primeiro plano e de fundo em busca de códigos hexadecimais.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,WebAIM Contrast Checker,validação,,WEB,Verificar se as cores atendem à taxa de contraste adequada,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,Web Developer Toolbar por Chris Pederick,"teste, validação",,WEB,Ajuda você a encontrar todas as imagens sem atributos alt para que você possa adicionar texto alternativo.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,Temi,"boas práticas, desenvolvimento",,WEB,Transcreve vídeos quase instantaneamente,não informado,sim,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,Word ,"boas práticas, desenvolvimento",,WEB,Possue recursos de transcrição.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
36,Box,"boas práticas, desenvolvimento",,WEB,Possue recursos de transcrição.,não informado,não informado,não especificado,não informado,não informado,não informado,não informa,não informado,não informado
37,Árvore de acessibilidade,"boas práticas, desenvolvimento",,WEB,Compreensão básica da árvore de acessibilidade e do tipo de informação que pode obter para fins de teste e depuração,gratuito,não,"Safari, Firefox, browser","""Pensar na semântica e na estrutura desde o início do processo de design nos ajuda a priorizar a acessibilidade desde o princípio e a evitar que a experiência acessível se torne uma mera correção posterior.""",não informado,não informado,não informa,não informado,não informado
38, web Wix ,desenvolvimento,,WEB,Criação de sites com funcionalidades de acessibilidade,não informado,não informado,não especificado,"""Com a ajuda de plataformas como esta, podemos projetar sites com recursos de acessibilidade de forma fácil e rápida.""","""...different technologies will interpret the tree in different ways, sometimes, so you can’t always rely on the aria-label being the only thing read out. Some tech will... ignore the label altogether for certain elements.""
""...tecnologias diferentes interpretarão a árvore de maneiras diferentes, às vezes, então você nem sempre pode confiar que o aria-label será a única coisa lida. Algumas tecnologias vão... ignorar o rótulo completamente para certos elementos.""
",não informado,não informa,não informado,não informado
38,JAWS Screen Reader,,,,softwares utilizados para auxiliar as pessoas,pago,sim,Windows,não informado,não informado,não informado,não informa,não informado,não informado
38,Dolphin screen reader,,,,softwares utilizados para auxiliar as pessoas,pago,sim,Windows,não informado,não informado,não informado,não informa,não informado,não informado
38,NVDA,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,Windows,não informado,não informado,não informado,não informa,não informado,não informado
38,ChromeVox,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,Chrome,não informado,não informado,não informado,não informa,não informado,não informado
38,Orca,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,Linux,não informado,não informado,não informado,não informa,não informado,não informado
38,VoiceOver,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,MacOS / iOS,não informado,não informado,não informado,não informa,não informado,não informado
38,Narrator,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,Windows,não informado,não informado,não informado,não informa,não informado,não informado
38,TalkBack,,,,softwares utilizados para auxiliar as pessoas,gratuito,não informado,Android,não informado,não informado,não informado,não informa,não informado,não informado
